CHEBI,138224,(13R)-epi-8,13-epoxylabd-14-ene
CHEBI,138705,HP_dp08_0002
CHEBI,138706,HP_dp08_0001
CHEBI,138707,HP_dp06_0004
CHEBI,138708,HP_dp06_0003
CHEBI,138709,HP_dp06_0002
CHEBI,138710,HP_dp06_0001
CHEBI,138712,HP_dp02_0007
CHEBI,138713,HP_dp02_0006
CHEBI,138714,HP_dp02_0005
CHEBI,138715,HP_dp02_0004
CHEBI,138716,HP_dp02_0003
CHEBI,138717,HP_dp02_0002
CHEBI,138718,all-trans-retinyl tetradecanoate
CHEBI,138719,HP_dp02_0001
CHEBI,138720,HP_dp10_0003
CHEBI,138722,13-cis-retinyl hexadecanoate
CHEBI,138723,1-(9Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphate(2-)
CHEBI,138724,all-trans-retinyl heptanoate
CHEBI,138725,9-cis-retinyl hexadecanoate
CHEBI,138734,1-O-(9Z-octadecenyl)-monooleoyl-glycerol
CHEBI,138735,1-O-oleyl-2,3-dioleoylglycerol
CHEBI,138742,Cholesteryl hemisuccinate
CHEBI,138839,CAY10397
CHEBI,138840,MMP9 Inhibitor I
CHEBI,138842,3alpha-hydroxy bile acid CoA ester(4-)
CHEBI,138843,3-oxo bile acid CoA ester(4-)
CHEBI,138889,6-diazo-5-oxo-l-norleucine
CHEBI,138737,flurtamone
GO,0140110,transcription regulator activity
GO,0120114,Sm-like protein family complex
GO,0150005,enzyme activator complex
GO,0140125,thiamine import across plasma membrane
CHEBI,70255,(-)-epicatechin-3-O-gallate
CHEBI,23053,catechin
CHEBI,72010,hydroxyflavan
CHEBI,38672,flavans
CHEBI,38443,1-benzopyran
CHEBI,17224,4-methylumbelliferone
CHEBI,37912,hydroxycoumarin
CHEBI,23403,coumarins
CHEBI,38445,chromenone
CHEBI,23232,chromenes
CHEBI,1904,4-methylumbelliferone beta-D-glucuronide
CHEBI,15341,beta-D-glucosiduronic acid
CHEBI,24302,glucosiduronic acid
CHEBI,35314,glycosiduronic acid
CHEBI,24400,glycoside
